phase FPC1 FPC2 FPC3 FPC4 mean
1.9 0.007790999999999999 -0.003919000000000001 0.006109 -0.00010199999999999966 0.008049
2.0 0.008207 -0.004494999999999999 0.0077529999999999995 0.0017360000000000014 0.009055
2.1 0.00864 -0.004993000000000001 0.009381 0.003615 0.010061
2.2 0.009097000000000001 -0.005378999999999998 0.010986 0.005559 0.011085999999999999
2.3 0.009555000000000001 -0.005764000000000002 0.01259 0.007501 0.012115999999999998
2.4 0.010024 -0.006053000000000003 0.014079 0.009446 0.013147000000000002
2.5 0.010513000000000002 -0.0061849999999999995 0.015383 0.011396 0.014178
2.6 0.011002000000000001 -0.006317 0.016687 0.013347 0.015209
2.7 0.011503000000000003 -0.006356999999999998 0.01788 0.015300000000000001 0.016238999999999996
2.8 0.012024 -0.0062369999999999995 0.018883999999999998 0.017258 0.017211000000000004
2.9 0.012544 -0.006117000000000001 0.019887 0.019216 0.018159999999999996
3.0 0.013075999999999997 -0.0059080000000000035 0.020785 0.021177 0.019110000000000002
3.1 0.013628 -0.005534999999999998 0.021488 0.023142999999999997 0.020059999999999995
3.2 0.014182 -0.005160999999999999 0.022191 0.025109 0.02101
3.3 0.014743999999999998 -0.004704 0.022793 0.027078 0.021959000000000006
3.4 0.015328 -0.004077999999999998 0.023195 0.029052 0.022855
3.5 0.015912999999999997 -0.0034529999999999977 0.023598 0.031025999999999998 0.023724000000000002
3.6 0.016507 -0.0027450000000000044 0.023904 0.033003 0.024593000000000004
3.7 0.017123 -0.0018670000000000006 0.024006 0.034984 0.025462
3.8 0.017738999999999998 -0.0009899999999999978 0.024108 0.036966 0.026331999999999994
3.9 0.018366 -3.299999999999831e-05 0.024118 0.03895 0.027201000000000003
4.0 0.019012 0.0010980000000000018 0.02392 0.040939 0.028020000000000003
4.1 0.019659999999999997 0.002229000000000002 0.023722 0.042929 0.028808
4.2 0.020318000000000003 0.0034329999999999986 0.023437 0.044921 0.029597
4.3 0.020997000000000002 0.004817000000000002 0.022938 0.046918 0.030384999999999995
4.4 0.021677000000000002 0.006199999999999997 0.022439 0.048916 0.031172000000000005
4.5 0.022365000000000003 0.007653000000000007 0.021856999999999998 0.050915 0.03196099999999999
4.6 0.023077 0.009289999999999993 0.021058 0.052920999999999996 0.032705
4.7 0.023788000000000004 0.010925999999999998 0.02026 0.054925999999999996 0.03341200000000001
4.8 0.024508 0.012628 0.019381999999999996 0.056933 0.03412
4.9 0.025249999999999998 0.01451799999999999 0.018283 0.058946 0.034825999999999996
5.0 0.025994 0.016407000000000005 0.017182999999999997 0.060959 0.03553400000000001
5.1 0.026745 0.018358000000000013 0.01601 0.062974 0.03624100000000001
5.2 0.027519000000000002 0.020500000000000004 0.014609 0.06499400000000001 0.036909
5.3 0.028294 0.02264200000000001 0.01321 0.06701599999999999 0.037536000000000014
5.4 0.029076 0.02484199999999999 0.01174 0.069038 0.038161999999999974
5.5 0.029882000000000002 0.027235999999999996 0.01004 0.07106699999999999 0.03878899999999999
5.6 0.03069 0.02963099999999999 0.00834 0.073096 0.03941600000000001
5.7 0.031502999999999996 0.03208 0.006574 0.075126 0.040042999999999995
5.8 0.032340999999999995 0.034726999999999994 0.004573999999999998 0.077163 0.040655
5.9 0.033179 0.037374000000000004 0.002572999999999999 0.07919899999999999 0.041246000000000005
6.0 0.034022 0.040033 0.0005760000000000001 0.08118800000000001 0.041839000000000015
6.1 0.034883000000000004 0.042737 -0.0014079999999999995 0.08299 0.042430999999999996
6.2 0.035745 0.045443 -0.003393 0.084792 0.04302399999999998
6.3 0.036609 0.04811299999999999 -0.005298999999999998 0.08649399999999999 0.04361599999999999
6.4 0.037481 0.050626000000000004 -0.0068610000000000025 0.08775000000000002 0.044265
6.5 0.038354000000000006 0.05314000000000001 -0.008422000000000002 0.08900700000000002 0.04501299999999997
6.6 0.039227 0.055619000000000016 -0.009911 0.09017000000000001 0.045760999999999996
6.7 0.040110999999999994 0.057939000000000004 -0.011047000000000001 0.09088099999999999 0.046508999999999995
6.8 0.040996000000000005 0.060259999999999994 -0.012183999999999997 0.09158999999999999 0.04725700000000002
6.9 0.041880999999999995 0.06255000000000001 -0.013255 0.092215 0.04800599999999999
7.0 0.042775999999999995 0.064677 -0.013965000000000002 0.092377 0.04880700000000002
7.1 0.043671 0.06680499999999999 -0.014677000000000003 0.09254100000000001 0.049731
7.2 0.044567999999999997 0.06890399999999999 -0.015328999999999995 0.09262600000000001 0.05065599999999998
7.3 0.04547400000000001 0.070838 -0.015615000000000004 0.092243 0.05158099999999999
7.4 0.046381000000000006 0.07277199999999999 -0.015901000000000002 0.09185800000000001 0.05250499999999997
7.5 0.047288 0.074681 -0.016134000000000003 0.09140599999999999 0.05343000000000003
7.6 0.048206000000000006 0.076422 -0.015996000000000003 0.090475 0.05439699999999997
7.7 0.049123 0.07816299999999998 -0.015857000000000003 0.089543 0.05549799999999999
7.8 0.050043 0.079883 -0.015672000000000002 0.088552 0.05659900000000001
7.9 0.050971 0.08142999999999999 -0.015108 0.08707299999999998 0.057699999999999974
8.0 0.0519 0.08297700000000001 -0.014544000000000001 0.085596 0.05880200000000002
8.1 0.05283000000000001 0.084506 -0.013939999999999998 0.08406499999999999 0.059902999999999984
8.2 0.053771 0.08586099999999999 -0.012952 0.08204099999999999 0.061035000000000006
8.3 0.054709999999999995 0.08721499999999999 -0.011963000000000001 0.080016 0.06231300000000001
8.4 0.05565200000000001 0.088554 -0.010939999999999998 0.07794599999999999 0.06359100000000001
8.5 0.056604 0.089715 -0.009525999999999998 0.07537399999999998 0.06486799999999998
8.6 0.057554999999999995 0.090876 -0.008111999999999998 0.07280299999999998 0.06614600000000004
8.7 0.058507 0.09202499999999998 -0.006671000000000002 0.07019499999999998 0.06742299999999996
8.8 0.059469999999999995 0.092994 -0.004832000000000001 0.067076 0.06872299999999998
8.9 0.060432999999999994 0.093962 -0.002994 0.06395700000000001 0.07017699999999999
9.0 0.061396 0.09492 -0.0011330000000000003 0.060811000000000004 0.07163199999999997
9.1 0.062369999999999995 0.09569499999999999 0.001131 0.057145 0.07308599999999998
9.2 0.06334500000000001 0.09647 0.0033940000000000003 0.053479 0.07454
9.3 0.064318 0.097238 0.005672999999999999 0.049793000000000004 0.07599300000000003
9.4 0.065304 0.09782 0.008362 0.04558100000000001 0.077459
9.5 0.066289 0.098402 0.011051 0.04136799999999999 0.07909
9.6 0.067275 0.09897999999999998 0.013749 0.03714500000000001 0.08072099999999999
9.7 0.068272 0.09936899999999999 0.016862 0.032383999999999996 0.08235100000000001
9.8 0.069268 0.09975699999999998 0.019977 0.02762400000000001 0.083982
9.9 0.07026400000000001 0.10014499999999998 0.023092 0.022862999999999994 0.08561300000000005
10.0 0.071255 0.10034600000000002 0.026495 0.017763 0.08724399999999999
10.1 0.072245 0.10054700000000001 0.029899000000000002 0.01266299999999998 0.08943399999999996
10.2 0.073235 0.100748 0.033302 0.007562999999999986 0.09162500000000007
10.3 0.07416400000000001 0.10078100000000001 0.036571 0.0027700000000000224 0.09381599999999995
10.4 0.075091 0.100812 0.039838 -0.002019999999999994 0.09600699999999995
10.5 0.076018 0.10084299999999999 0.043106 -0.0068100000000000105 0.09819700000000003
10.6 0.07688 0.10070899999999999 0.046204999999999996 -0.011244000000000004 0.10038800000000003
10.7 0.07774 0.100572 0.049300000000000004 -0.015669000000000016 0.10346400000000006
10.8 0.078601 0.10043399999999998 0.052395000000000004 -0.020094 0.10659700000000005
10.9 0.07939500000000001 0.10013399999999999 0.055325000000000006 -0.024168999999999996 0.10973100000000002
11.0 0.080188 0.09982799999999999 0.058249 -0.028229000000000004 0.11286500000000005
11.1 0.08098100000000001 0.09952199999999999 0.061172000000000004 -0.03228900000000001 0.11599800000000005
11.2 0.08170999999999999 0.099056 0.063932 -0.03600399999999998 0.11913099999999999
11.3 0.08243500000000001 0.098581 0.066683 -0.039698999999999984 0.12309300000000001
11.4 0.08316000000000001 0.098106 0.069434 -0.04339499999999999 0.12716899999999998
11.5 0.08382300000000001 0.09747399999999999 0.07202499999999999 -0.04675099999999999 0.13124499999999995
11.6 0.084481 0.09683099999999999 0.074604 -0.05008099999999999 0.1353209999999999
11.7 0.08514 0.096188 0.077183 -0.05341199999999999 0.1393970000000001
11.8 0.08573599999999999 0.09538900000000002 0.079604 -0.056408000000000014 0.14347200000000004
11.9 0.08632600000000001 0.094578 0.082011 -0.05937299999999998 0.14831899999999998
12.0 0.086917 0.09376599999999999 0.084417 -0.062339000000000006 0.15333800000000009
12.1 0.087448 0.092802 0.086669 -0.06497700000000001 0.15835699999999997
12.2 0.087971 0.09182099999999999 0.088904 -0.067577 0.16337499999999994
12.3 0.088494 0.09084 0.091139 -0.07017800000000002 0.16839400000000004
12.4 0.08895800000000001 0.08971100000000001 0.093222 -0.07245599999999999 0.17341099999999998
12.5 0.08941299999999999 0.088561 0.09528299999999999 -0.07469099999999998 0.179145
12.6 0.08986899999999999 0.08741199999999999 0.097346 -0.076927 0.18510500000000008
12.7 0.09026600000000001 0.086116 0.09925900000000001 -0.078845 0.191067
12.8 0.09065399999999998 0.08479700000000001 0.10115000000000002 -0.08071600000000001 0.19702700000000006
12.9 0.09104400000000001 0.083479 0.10304 -0.08258700000000001 0.20298799999999995
13.0 0.09137400000000001 0.082017 0.104783 -0.084146 0.20894999999999997
13.1 0.09169600000000001 0.08053099999999999 0.10650200000000001 -0.08565199999999999 0.2155680000000001
13.2 0.09201700000000002 0.079044 0.10822 -0.087158 0.22247099999999997
13.3 0.092281 0.07741599999999998 0.109793 -0.088358 0.229375
13.4 0.092535 0.07576 0.11134 -0.08949900000000001 0.236278
13.5 0.09278899999999998 0.074106 0.112886 -0.09064 0.24318300000000004
13.6 0.09298800000000002 0.07231100000000001 0.114291 -0.091481 0.25008600000000003
13.7 0.09317399999999999 0.070487 0.11566500000000002 -0.09225699999999999 0.25754600000000005
13.8 0.09336 0.068664 0.117039 -0.09303299999999999 0.265324
13.9 0.093491 0.066719 0.118285 -0.09351799999999999 0.273103
14.0 0.093608 0.064745 0.11950199999999998 -0.093932 0.28088100000000005
14.1 0.09372599999999999 0.06276999999999999 0.120718 -0.094347 0.288659
14.2 0.09377900000000002 0.060807 0.12190699999999999 -0.09450099999999999 0.296438
14.3 0.093815 0.05884500000000001 0.123091 -0.09458699999999999 0.30436399999999997
14.4 0.09384999999999999 0.05688400000000002 0.124273 -0.09467199999999999 0.31240099999999993
14.5 0.09381999999999999 0.054963999999999985 0.125454 -0.09450700000000001 0.3204370000000001
14.6 0.09377 0.05305499999999999 0.126634 -0.094272 0.328473
14.7 0.09372099999999998 0.051148 0.127814 -0.094037 0.33651
14.8 0.093607 0.04927999999999999 0.12899300000000002 -0.09355599999999999 0.344546
14.9 0.09347300000000001 0.047424999999999995 0.13017 -0.092999 0.352638
15.0 0.093339 0.04557 0.131348 -0.09244200000000001 0.36077900000000007
15.1 0.09314099999999999 0.043755000000000016 0.132524 -0.091645 0.36892199999999997
15.2 0.09292199999999999 0.04195300000000002 0.133699 -0.09076700000000001 0.377065
15.3 0.09270199999999999 0.04015099999999999 0.134876 -0.08988900000000001 0.3852080000000001
15.4 0.092421 0.03839000000000001 0.136049 -0.088775 0.393351
15.5 0.09211600000000002 0.03664100000000001 0.137222 -0.087576 0.40154200000000007
15.6 0.09181099999999999 0.034892000000000006 0.138395 -0.08637699999999998 0.4097909999999999
15.7 0.09144599999999999 0.03318199999999999 0.13956600000000002 -0.08494700000000001 0.418041
15.8 0.091056 0.031485999999999986 0.140737 -0.083426 0.42629000000000006
15.9 0.09066699999999998 0.029791999999999985 0.14190799999999998 -0.081906 0.4345390000000001
16.0 0.09021799999999999 0.028133999999999992 0.143077 -0.080159 0.44278799999999996
16.1 0.08974400000000002 0.026491999999999988 0.144245 -0.078318 0.45108000000000004
16.2 0.089269 0.024850999999999984 0.14541300000000001 -0.076476 0.45943500000000004
16.3 0.088737 0.023244999999999988 0.14658 -0.074412 0.46779100000000007
16.4 0.08817699999999999 0.02165600000000001 0.14774600000000002 -0.072249 0.47614600000000007
16.5 0.08761799999999999 0.020067 0.148912 -0.07008700000000001 0.484503
16.6 0.08700000000000001 0.018515000000000004 0.15007700000000002 -0.067707 0.492858
16.7 0.08635599999999999 0.016978999999999994 0.15123899999999998 -0.065222 0.5012500000000001
16.8 0.085711 0.015444000000000013 0.152403 -0.06273799999999999 0.509711
16.9 0.085011 0.013942999999999983 0.153565 -0.060043000000000006 0.518173
17.0 0.08428100000000001 0.012462 0.154726 -0.057237 0.5266359999999999
17.1 0.083552 0.010978999999999989 0.155887 -0.054431 0.535098
17.2 0.08276800000000001 0.009531000000000012 0.15704800000000002 -0.051419 0.5435599999999999
17.3 0.081952 0.008102999999999999 0.158206 -0.048293 0.5520519999999999
17.4 0.08113799999999999 0.006674000000000013 0.15936499999999998 -0.045165000000000004 0.560621
17.5 0.08027000000000001 0.005279000000000006 0.160522 -0.041837 0.569189
17.6 0.07937000000000001 0.0039020000000000166 0.16167900000000002 -0.038389 0.5777580000000001
17.7 0.07847 0.0025270000000000015 0.16283499999999998 -0.034941 0.586326
17.8 0.07752 0.0011839999999999906 0.163987 -0.0313 0.594895
17.9 0.076536 -0.00013799999999999923 0.165137 -0.027538 0.60345
18.0 0.07555300000000001 -0.0014610000000000178 0.166288 -0.023776 0.6119519999999999
18.1 0.07455600000000001 -0.0027510000000000034 0.167306 -0.020048999999999997 0.620454
18.2 0.07354999999999999 -0.004017999999999994 0.16823599999999997 -0.016347 0.628957
18.3 0.072545 -0.005285999999999985 0.16916599999999998 -0.012646000000000001 0.637459
18.4 0.07154900000000002 -0.006522 0.16989 -0.009115000000000002 0.645962
18.5 0.07055999999999998 -0.007734999999999992 0.170468 -0.005707000000000004 0.654401
18.6 0.069571 -0.008948000000000012 0.171045 -0.0022989999999999955 0.6624829999999999
18.7 0.068591 -0.010128999999999999 0.17142199999999996 0.0009429999999999994 0.6705650000000001
18.8 0.067619 -0.01128599999999999 0.17164599999999997 0.004057999999999999 0.678647
18.9 0.066647 -0.012442999999999982 0.17187000000000002 0.007172999999999999 0.6867290000000001
19.0 0.06568399999999999 -0.013570000000000013 0.1719 0.010125999999999996 0.694811
19.1 0.06472699999999999 -0.014672999999999992 0.17177200000000004 0.012946999999999993 0.702853
19.2 0.063771 -0.015774999999999997 0.171644 0.015769000000000005 0.7105030000000001
19.3 0.062824 -0.016848000000000002 0.171327 0.018434000000000006 0.718155
19.4 0.061884999999999996 -0.017895999999999995 0.170845 0.02096200000000001 0.7258050000000001
19.5 0.060944999999999985 -0.018942000000000014 0.170365 0.023489999999999997 0.7334550000000001
19.6 0.060014 -0.019960000000000006 0.169699 0.025865 0.741105
19.7 0.05909099999999999 -0.020952000000000012 0.16886600000000002 0.028101 0.7487429999999999
19.8 0.058168 -0.02194500000000002 0.168033 0.030337000000000003 0.7559619999999999
19.9 0.05725300000000001 -0.022907999999999998 0.16701999999999997 0.032422999999999993 0.7631800000000001
20.0 0.05634700000000001 -0.023844000000000018 0.16583400000000004 0.03436399999999999 0.7703990000000001
20.1 0.05543999999999999 -0.024782 0.164647 0.036307000000000006 0.777618
20.2 0.05454199999999999 -0.02569099999999999 0.163288 0.038104 0.784837
20.3 0.053651000000000004 -0.026573 0.16174900000000003 0.039753 0.7920559999999999
20.4 0.052762 -0.027454000000000006 0.16021000000000002 0.04140099999999999 0.7988559999999999
20.5 0.05187899999999998 -0.028309 0.15850199999999998 0.04290899999999999 0.8056430000000001
20.6 0.051005999999999996 -0.029135999999999995 0.156611 0.044265 0.812431
20.7 0.05013200000000001 -0.029962000000000003 0.154719 0.045620999999999995 0.8192170000000001
20.8 0.049267000000000005 -0.030761999999999998 0.15266400000000002 0.04683999999999999 0.826005
20.9 0.04840999999999998 -0.03153299999999999 0.15042 0.047902 0.8327920000000001
21.0 0.04755300000000001 -0.032304 0.148175 0.04896400000000001 0.839187
21.1 0.046702999999999995 -0.033051 0.14577299999999999 0.049894999999999995 0.8455419999999999
21.2 0.045862000000000014 -0.03376699999999999 0.143176 0.050663 0.8518979999999999
21.3 0.04502199999999998 -0.034483 0.140579 0.051432000000000005 0.858254
21.4 0.044188000000000005 -0.03517500000000001 0.13783 0.05207399999999998 0.86461
21.5 0.043364000000000014 -0.035835000000000006 0.13487899999999997 0.05255000000000001 0.870965
21.6 0.04254000000000002 -0.036496 0.13193 0.05302599999999999 0.876957
21.7 0.04172299999999998 -0.037134 0.128833 0.05337899999999998 0.882883
21.8 0.04091499999999998 -0.037739 0.12553000000000003 0.053561 0.888809
21.9 0.04010799999999998 -0.038345000000000004 0.122228 0.053743999999999986 0.894736
22.0 0.039302000000000004 -0.03893 0.118826 0.05385000000000001 0.9006620000000001
22.1 0.03850100000000001 -0.03948599999999999 0.115276 0.053844 0.9065880000000001
22.2 0.03770000000000001 -0.04004100000000001 0.111727 0.053839 0.912235
22.3 0.03689600000000001 -0.040580000000000005 0.10814700000000001 0.05382600000000001 0.917807
22.4 0.03608499999999998 -0.041093 0.10451900000000001 0.05380199999999999 0.9233779999999999
22.5 0.035274 -0.041605 0.100891 0.05377799999999999 0.92895
22.6 0.03445899999999999 -0.042103 0.09723599999999999 0.05374999999999999 0.9345209999999999
22.7 0.033638 -0.042574 0.093534 0.05371000000000001 0.940093
22.8 0.032815999999999984 -0.04304600000000001 0.08983100000000001 0.053672 0.945433
22.9 0.03199199999999999 -0.043502 0.086102 0.05362799999999998 0.950686
23.0 0.031159999999999993 -0.043931 0.08232500000000001 0.05357500000000001 0.955939
23.1 0.030328999999999995 -0.044358999999999996 0.07854799999999999 0.053520999999999985 0.961192
23.2 0.029493999999999992 -0.044774 0.074746 0.05346300000000001 0.9664449999999999
23.3 0.028653000000000012 -0.04515999999999999 0.07089399999999998 0.053394 0.9716980000000001
23.4 0.027811000000000002 -0.045547000000000004 0.067042 0.05332600000000001 0.9767389999999999
23.5 0.02696699999999999 -0.045919999999999996 0.063166 0.05325200000000002 0.981673
